Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","36","Australia","2008","0.5","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","36","Australia","2010","0.5","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","36","Australia","2014","0.7","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","39","Southern Europe","2002","0.7","2002","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","39","Southern Europe","2005","0.7","2005","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","39","Southern Europe","2008","0.5","2008","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","39","Southern Europe","2010","1","2010","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","39","Southern Europe","2011","1.2","2011","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","39","Southern Europe","2012","1.4","2012","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","39","Southern Europe","2013","1.2","2013","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","39","Southern Europe","2015","1.4","2015","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2003","0.2","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2004","0","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2005","0.2","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2006","0","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2007","0.5","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2008","0.5","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2009","0.5","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2010","0.5","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2011","0.5","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2012","0.5","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2013","0.2","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2014","0.2","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","40","Austria","2015","0.7","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","50","Bangladesh","2000","34.8","2000","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","50","Bangladesh","2005","25.7","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","50","Bangladesh","2010","19.6","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","50","Bangladesh","2016","14.8","2016","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2001","19.3","2001","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2002","15.1","2002","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2003","11.4","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2004","7.9","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2005","4.5","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2006","3.2","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2007","2.8","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2008","1.4","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2009","1.9","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2010","1.9","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","51","Armenia","2011","2.2","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
