reading_score,math_score,knowledge_score,p2income,incomecat
24.13,18.88,16.679,9600,1
27.37,17.78,28.105,50000,2
45.58,36.51,30.695,75000,3
23.05,14,8.477,39000,1
36.42,23.65,32.266,40000,2
25.61,16.46,9.478,9000,1
24.56,19.35,22.465,20000,1
32.61,23.11,14.39,39000,1
25.45,18.06,13.869,55000,2
27.2,13.33,9.845,25000,1
59.88,33.21,23.22,25000,1
43.31,20.15,18.291,40000,2
24.35,18.33,13.451,13200,1
37.72,26.77,21.403,70000,3
37.88,32.39,28.09,50000,2
31.89,20.26,15.184,30000,1
41.03,25.21,21.222,64000,2
35.72,20.74,24.87,40000,2
25.48,15.27,11.463,50000,2
32.76,20.46,19.978,40000,2
31.98,19.5,20.915,60000,2
27.36,27.49,21.997,70000,3
27.23,24.04,29.233,135000,3
34.31,23.87,17.777,40000,2
39.87,24.73,12.131,30000,1
30.58,21.63,10.734,80000,3
42.04,38.38,24.296,30000,1
30.88,20.91,13.756,60000,2
24.41,18.08,19.766,51000,2
35.29,29.66,21.436,15000,1
30.11,21.45,15.275,20000,1
33.41,26.07,18.811,15000,1
34.13,24.52,19.374,25000,1
28.27,24.64,19.437,20000,1
29.18,16.84,9.421,12000,1
25.3,13.32,11.699,28000,1
23.67,15.04,12.399,16000,1
31.76,30,22.97,12000,1
28.89,20.86,27.974,7200,1
29.25,17.48,12.02,8300,1
25.85,15.98,13.789,13800,1
25.85,18.56,20.773,27000,1
27.51,19.04,13.823,20000,1
31.8,19.89,27.28,27000,1
39.73,32.23,33.349,80000,3
33.63,23.51,17.232,40000,2
45.18,26.52,18.136,120000,3
35.08,31.87,23.748,65000,2
33.21,20.78,12.674,50000,2
41.58,42.41,31.592,100000,3
35.1,23.78,27.517,60000,2
78.21,45.3,29.547,100000,3
34.02,22.72,27.365,80000,3
32.35,22.75,16.196,150000,3
33.9,29.16,26.344,50000,2
29.79,19.15,22.247,48000,2
34.31,18.93,31.732,30000,1
43.26,24.78,14.679,18000,1
24.97,16.37,14.42,79000,3
33.01,20.71,12.833,8400,1
28.97,17.07,20.685,6140,1
28.6,17.73,13.086,28000,1
23.71,17.79,10.153,4800,1
32.53,18.69,15.133,40000,2
36.69,28.35,11.059,15600,1
30.6,21.46,16.911,42000,2
42.65,29.84,28.4,64000,2
40.86,24.12,23.015,70000,3
39.83,28.06,10.774,83000,3
44.99,43,27.232,90000,3
38.87,20.31,25.004,74000,3
36.91,28.24,33.389,140000,3
40.69,27.29,33.112,64000,2
38.94,22.92,30.57,75000,3
33.89,25.64,19.096,75000,3
38.5,19.45,20.191,53000,2
42.36,42.02,29.149,55000,2
33.38,25.39,26.308,150000,3
33.12,21.55,26.784,35000,1
26.61,15.98,18.554,100000,3
46.17,26.06,36.637,75000,3
31.87,19.5,16.735,24000,1
28.08,21.65,24.903,100000,3
30.15,20.84,22.794,150000,3
52.46,50.63,37.954,35000,1
33.91,24.94,22.608,130000,3
38.44,30.35,29.592,65000,2
48.95,25.13,27.684,150000,3
36.85,25.02,28.575,13000,1
37.55,20.93,11.046,60000,2
42.35,29.96,20.646,70000,3
31.2,16.79,15.626,45000,2
34.59,24.92,20.959,42000,2
42.93,26.89,22.313,45000,2
40.57,33.92,26.292,80000,3
30.79,17.94,19.09,60000,2
44.45,41.63,25.159,44000,2
21.64,11.07,6.986,38000,1
30.56,25.34,22.491,5000,1
25.87,19,22.767,18000,1
24.2,12.07,9.731,27000,1
51.24,42.93,36.684,100000,3
31.48,27.9,29.606,52000,2
29.28,23.81,29.824,100000,3
26.38,19.52,22.221,21000,1
26.52,22.14,18.463,12000,1
26.29,20.1,12.58,15000,1
41.59,32.58,24.106,40000,2
30.46,23.99,25.475,150000,3
40.21,25.66,27.701,80000,3
51.27,37.01,35.407,130000,3
39.93,40.82,28.712,100000,3
39.37,29.47,30.446,50000,2
34.59,27.88,28.25,52000,2
26.31,21.09,23.92,60000,2
30.21,23.13,26.189,100000,3
26.29,22.28,18.412,25000,1
37.32,32.14,32.45,22000,1
31.69,21.91,30.09,65000,2
31.73,18.02,25.304,90000,3
38.97,24.91,36.204,150000,3
29.96,22.53,11.304,13000,1
24.44,19.25,14.98,7200,1
28.19,20.05,24.727,48000,2
25.64,19.83,13.449,26000,1
24.71,12.12,9.552,30000,1
38.78,24.65,23.65,9200,1
29.78,20.15,11.082,30000,1
25.34,19.33,16.003,36000,1
24.51,14.46,16.453,12000,1
34.3,23.23,25.603,55000,2
23.88,11.49,11.143,14000,1
25.87,11.93,9.744,7000,1
25.68,16.05,21.616,46000,2
32.49,23.29,18.107,13000,1
36.64,25.4,27.076,1800,1
27.05,22.75,21.311,12000,1
23.62,18.38,13.088,18200,1
26.92,13.26,12.351,5600,1
24,13.87,17.799,2000,1
26.81,18.19,14.618,20000,1
34.91,21.41,11.017,25000,1
32.17,22.83,12.859,9480,1
32.03,23.27,17.693,32000,1
29.74,23.17,18.315,24000,1
23.17,13.64,9.615,15000,1
30.38,15.44,18.696,18000,1
26.4,14.9,16.7,9792,1
27.49,24.95,12.648,65000,2
25.73,18.94,13.616,53000,2
34.8,27.68,20.303,24000,1
33.07,18.27,22.826,16000,1
30.29,17.87,11.842,15000,1
39.1,36.35,22.705,40000,2
24.54,15.26,20.455,35500,1
22.17,12.26,10.836,9000,1
24.9,14.79,8.946,25000,1
28.79,15.48,12.136,75000,3
24.58,20.25,10.348,45000,2
32.19,20.04,18.143,14000,1
30.43,20.01,14.373,130000,3
31.26,25.1,20.842,60000,2
28.46,20.42,11.542,40000,2
34.77,28.76,15.01,50000,2
41.41,29.67,15.893,32000,1
23.14,16.79,13.937,17000,1
23.49,15.9,18.337,12000,1
25.92,20.33,9.392,5500,1
23.12,14.74,12.986,2000,1
36.41,24.5,16.403,7000,1
32.17,25.57,10.28,22000,1
26.34,20.23,16.358,7690,1
29.6,22.19,10.594,22000,1
24.75,13.98,11.122,27000,1
32.83,23.75,14.33,47000,2
24.87,14.56,13.782,7200,1
45.41,35.4,16.853,65500,2
38.85,41.18,21.517,150000,3
39.62,26.52,27.447,120000,3
30.06,25.06,17.241,43000,2
37.62,36.23,23.341,72000,3
41.45,24.44,32.289,140000,3
43,38.91,28.63,30000,1
30.39,29.13,24.626,75000,3
50.7,38.03,24.463,125000,3
35.29,38.27,18.959,70000,3
33.49,39.92,27.604,80000,3
33.31,26.11,15.223,50000,2
44.12,51.06,31.876,100000,3
37.21,37.88,25.66,75000,3
37.55,21.76,19.109,60000,2
34.86,28.7,25.925,100000,3
28.19,19.3,23.586,100000,3
39.1,24.97,28.208,75000,3
95.16,115.65,37.704,150000,3
43.84,36.9,18.567,150000,3
44.23,28.58,31.445,100000,3
39.91,32.06,25.962,150000,3
39.25,27.7,40.189,100000,3
43.02,41.07,34.788,140000,3
58.12,59.02,30.416,150000,3
41.14,30.7,22.527,150000,3
30.12,32.46,29.139,110000,3
37.84,26.41,17.977,40000,2
43.78,32.33,42.695,150000,3
38.57,31.72,30.586,150000,3
52.78,40.92,32.327,80000,3
30.63,22.36,20.809,150000,3
51.36,34.84,35.974,150000,3
40.62,30.26,22.68,77500,3
37.84,23.18,10.382,28000,1
34.86,32.22,23.236,60000,2
28.78,27.12,10.833,12000,1
27.66,26.04,13.624,38000,1
42.01,26.94,19.169,50000,2
28.57,20.55,18.635,90000,3
26.97,30.15,20.031,50000,2
45.83,28.67,27.536,50000,2
51.2,50.25,17.811,40000,2
32.29,21.44,24.331,60000,2
48.19,39.32,36.754,45000,2
36.52,33.21,13.415,100000,3
30.21,25.37,19.593,80000,3
33.62,20.77,15.798,120000,3
29.91,24.49,15.487,60000,2
29.34,22.01,17.526,74000,3
38.69,42.36,26.16,60000,2
28.15,23.38,12.941,100000,3
30.36,24.17,26.386,65000,2
39.84,48.41,23.509,75000,3
47.94,35.61,23.786,75000,3
29.35,32.51,22.633,70000,3
26.86,18.75,10.998,25000,1
26.5,23.91,22.64,125000,3
26.49,27.07,17.208,20000,1
33.56,28.94,22.835,80000,3
32.03,20.48,20.132,60000,2
25.09,19.51,12.803,14400,1
36.06,23.82,19.765,24000,1
34.23,32,15.047,80000,3
28.96,19.1,27.508,40000,2
33.89,19.53,24.972,29000,1
32.28,23.35,19.858,50000,2
34.97,28.67,21.497,45000,2
95.4,33.1,30.741,70000,3
33.57,39.98,27.434,55000,2
25.62,24.46,24.12,60000,2
25.67,21.54,21.792,80000,3
40.14,43.09,29.98,89000,3
25.6,19.41,22.62,25000,1
31.06,17.68,17.457,30000,1
23.24,25.13,11.076,65000,2
35.81,35.28,26.138,10000,1
27.52,23.07,18.262,20000,1
29.63,21.41,13.671,48000,2
33.39,22.96,11.156,16000,1
32.2,18.4,16.594,10000,1
28.32,17.95,13.606,19200,1
33.65,24.99,13.308,10000,1
34.13,23.58,17.823,10000,1
35.07,18.86,13.559,24000,1
26.26,19.84,21.102,21000,1
29.78,22.07,15.279,8000,1
25.47,16.47,17.042,23000,1
22.84,13.95,8.449,12000,1
26.17,16.01,10.6,12000,1
27.11,23.6,20.819,32000,1
44.04,30.72,20.774,30000,1
55.37,32.89,21.011,50000,2
46.55,27.65,33.657,36000,1
43.36,31.78,22.598,50000,2
25.69,25.48,10.075,90000,3
65.3,33.22,15.163,30000,1
25.69,31.92,29.498,17000,1
33.19,31.58,21.286,35000,1
25.03,18.69,12.164,75000,3
24.42,21.24,31.082,60000,2
34.74,22.31,17.16,29000,1
31.05,27.1,23.248,16000,1
31.14,30.02,25.608,55000,2
44.86,38.4,17.23,22000,1
32.72,24.36,16.212,89000,3
27.4,17.59,11.341,73000,3
36.59,27.76,19.756,42000,2
30.79,26.46,18.249,40000,2
23.37,12.22,11.904,10000,1
39.06,28.05,22.583,25000,1
31.67,27.06,13.81,35000,1
39.48,23.39,15.462,50000,2
31.75,23.51,10.253,19000,1
31.43,29.32,18.375,39000,1
42.99,40.26,22.884,80000,3
29.65,24.19,29.535,80000,3
33.67,36.62,34.166,80000,3
45.56,33.26,34.431,70000,3
36.24,24.63,19.356,65000,2
23.03,17.79,10.373,63000,2
36.54,28.81,24.902,91000,3
49.07,37.21,30.175,7200,1
31.64,32.05,25.611,72000,3
37.06,42.8,26.233,75000,3
31.19,21.39,24.846,70000,3
44.25,40,33.446,75000,3
38.36,47.27,35.131,47000,2
44.05,23.2,29.377,85000,3
37.49,27.45,21.563,120000,3
40.14,22.15,29.183,100000,3
39.54,37.88,34.243,150000,3
42.22,44.01,27.794,108000,3
35.56,29.52,23.285,100000,3
35.2,26.3,28.222,150000,3
29.96,17.38,18.06,120000,3
39.68,30.43,29.316,104000,3
28.66,24.83,37.271,120000,3
47.35,44.97,32.68,150000,3
36.11,28.32,30.476,150000,3
26.75,29.33,25.809,85000,3
38.72,27.09,26.531,80000,3
29.5,23.86,27.346,50000,2
36.37,21.52,32.985,70000,3
45.61,39.72,30.064,111000,3
36.65,32.14,27.802,100000,3
106.46,53.73,34.542,80000,3
32.13,22.62,23.025,150000,3
36.16,32.22,28.474,130000,3
42.67,26.61,27.532,150000,3
42.97,34.79,29.03,150000,3
28.94,16.46,14.935,30000,1
43.53,31.61,17.5,107000,3
34.97,28.09,13.847,70000,3
34.31,28.15,15.722,8000,1
33.13,22.55,13.333,25000,1
26.19,13.98,11.085,35000,1
32.72,25.41,14.186,95000,3
48.84,31.6,11.968,40000,2
32.85,26.82,15.678,70000,3
31.85,22.07,12.311,35000,1
34.59,19.45,19.62,70000,3
31.23,19.39,17.308,35000,1
30.32,19.07,10.032,33000,1
27.36,16.89,17.901,35000,1
43.66,35.95,32.374,97000,3
27.59,21.05,15.222,30000,1
26.63,19.3,16.831,30000,1
26.18,22.13,25.734,50000,2
25.72,13.7,17.872,17000,1
28.44,14.89,7.536,21000,1
32.03,34.48,28.064,150000,3
39,26.28,26.854,80000,3
25.04,16.45,18.809,60000,2
46.83,35.64,24.798,110000,3
40.92,27.01,43.621,90000,3
31.95,26.65,22.588,150000,3
40.27,29.04,21.994,50000,2
33.95,35.58,20.526,150000,3
32.71,18.5,12.205,40000,2
31.83,23.6,19.534,70000,3
26.36,21.99,15.302,31000,1
31.19,26.74,19.226,55000,2
36.98,23.38,13.839,40000,2
24.64,12.94,14.89,18000,1
32.76,26.94,23.713,41000,2
37.53,22.04,23.894,55000,2
38.13,27.04,22.592,65000,2
45.08,30.45,20.639,70000,3
44.55,35.53,30.444,100000,3
47,27.73,9.719,110000,3
40.91,26.75,29.546,150000,3
36.78,32.69,14.85,80000,3
32.9,27.99,28.129,140000,3
52.7,32.3,33.113,70000,3
45.43,25.03,13.432,36000,1
32.64,17.99,23.68,80000,3
34.19,18.26,18.209,120000,3
48.8,29.97,33.766,100000,3
37.85,33.12,14.604,85000,3
46.29,39.33,26.367,60000,2
24.85,14.79,12.054,35000,1
29.59,16.96,8.684,75000,3
32.3,20.91,27.246,60,1
49.53,49.02,18.28,100000,3
25.53,20.45,10.194,20000,1
36.44,19.69,14.042,80000,3
38.36,28.45,18.867,100000,3
32.87,26.9,13.722,24000,1
37.67,27.1,12.241,40000,2
31.26,22.94,25.758,50000,2
34.18,22,16.067,60000,2
32.07,22.58,12.942,80000,3
39.17,27.19,14.43,40000,2
41.34,43.35,15.8,90000,3
29.57,17.56,23.584,33000,1
34.35,20.57,15.221,50000,2
25.21,15.35,18.474,100000,3
24.42,18.87,16.171,9000,1
35.87,20.82,13.687,55000,2
46,29.7,25.015,100000,3
36.67,28.91,21.053,130000,3
47.36,34.15,31.264,100000,3
98.16,40.61,24.44,75000,3
27.13,29.89,19.198,150000,3
47.96,29.67,22.425,50000,2
31.15,15.77,13.481,4000,1
43.79,30.57,33.479,75000,3
35.54,29.1,31.173,150000,3
43.93,32.89,28.756,120000,3
46.89,30.01,18.11,100000,3
41.92,31.71,10.771,40000,2
41.88,25.69,12.677,30000,1
35.7,19.68,9.444,94000,3
31.77,18.4,19.742,30000,1
25.04,15.18,17.201,25000,1
34.36,32.67,24.141,36000,1
43.04,26.88,12.527,28000,1
29.18,25.33,16.207,70000,3
38.24,22.45,17.348,84000,3
30.75,24.58,13.264,45000,2
22.84,14.11,17.401,25000,1
24.92,15.85,17.874,20000,1
23.91,12.82,10.24,30000,1
36.06,22.47,14.439,37000,1
25.96,21.42,13.839,70000,3
36.34,17.73,11.691,30000,1
23.45,17.09,16.698,30000,1
53.34,31.2,20.111,120000,3
36.44,26.44,14.521,140000,3
39.21,27.83,22.83,150000,3
42.17,47.35,27.24,110000,3
26.78,18.74,21.404,100000,3
38.36,33.41,22.8,75000,3
52.34,51.29,21.463,150000,3
46.63,31.98,24.413,120000,3
47.85,33.14,15.898,100000,3
64.97,42.25,20.814,65000,2
39.17,35.22,28.016,100000,3
32.3,27.83,21.302,100000,3
52.43,48.35,35.297,110000,3
88.77,57.15,31.73,100000,3
35.13,21.45,21.683,20000,1
32.37,21.22,16.424,70000,3
30.77,16.17,24.174,62000,2
26.64,12.73,10.73,42300,2
30.67,25.49,14.949,30000,1
28.85,18.15,9.923,80000,3
39.75,24.71,13.042,6000,1
35.28,24.22,18.465,35000,1
26.81,24.78,14.619,38000,1
22.43,15.06,8.18,55000,2
29.15,19.03,8.918,70000,3
31.75,23.28,17.792,75000,3
30.65,25.29,14.456,24000,1
34.54,25.67,12.046,28000,1
35.69,28.12,21.955,19000,1
25.74,20.66,15.139,61000,2
23.67,15.8,10.447,35000,1
26.15,19.46,11.558,55000,2
24.1,12.41,11.402,43000,2
29.8,22.97,29.147,80000,3
31.96,24.41,13.703,41000,2
24.06,13.41,9.042,12000,1
23.74,13.14,14.107,17000,1
21.51,13.53,14.682,28000,1
30.33,22.47,12.015,55000,2
25.13,19.14,10.158,34000,1
24.7,16.86,12.296,55000,2
29.35,21.52,15.74,150000,3
33.9,20.21,14.067,45000,2
39.79,26.34,23.466,55000,2
35.33,30.09,26.442,75000,3
29.86,17.03,24.939,80000,3
23.95,24.12,17.897,44000,2
26.81,25.14,14.76,14000,1
32.98,27.49,17.317,50000,2
30.65,21.37,15.09,35000,1
30.82,25.16,23.214,35000,1
29.56,18.76,21.524,12000,1
44.22,31.6,27.003,52000,2
46.53,28.1,26.515,36000,1
32.72,29.02,24.69,87000,3
26.89,20.47,22.109,75000,3
37.99,31.35,18.95,65000,2
29.07,24.59,16.611,150000,3
38.78,28.05,20.533,72000,3
25.37,16.42,22.094,80000,3
44.2,31.61,27.033,51000,2
27.71,18.2,37.388,45000,2
30.25,20.95,13.339,50000,2
39.44,18.77,16.615,60000,2
32.96,25.93,24.542,150000,3
36.82,28.56,28.763,70000,3
38.96,34.9,23.778,60000,2
32.7,32.07,17.808,75000,3
43.65,38.16,34.371,98000,3
32.96,39.62,31.024,60000,2
33.92,35.03,21.89,72000,3
28.95,17.8,17.58,39000,1
25.79,16.84,10.863,25000,1
24.14,15.36,8.495,32000,1
24.86,21.41,11.92,21000,1
39.08,30.04,17.799,21000,1
29.85,21.31,23.959,70000,3
24.54,17.68,11.384,15000,1
24.71,21.2,20.848,50000,2
25.72,19.78,17.722,42000,2
31.92,17.54,18.097,60000,2
22.74,12.84,10.994,40000,2
28.2,18.07,19.894,18000,1
24.76,16.04,24.525,58000,2
25.76,18.2,11.95,70000,3
34.23,20.42,12.915,6000,1
28.04,22.35,14.959,31200,1
27.65,21.51,18.961,6000,1
38.59,26.69,16.733,12000,1
31.48,19.27,9.987,11700,1
26.23,24.25,21.106,20000,1
27.97,17.6,22.915,28000,1
36.79,31.76,20.281,13000,1
26.53,22.82,12.063,21000,1
25.17,20.61,11.787,150000,3
39.68,29.58,21.006,12000,1
24.27,18.1,9.361,6000,1
25.93,16.78,14.811,1200,1
21.97,15.28,9.778,5000,1
30.79,18.28,17.276,19000,1
33.49,26.07,27.027,8000,1
36.45,29.08,26.049,60000,2
39.74,30.15,21.4,30000,1
40.42,26.52,28.349,40000,2
24.42,13.08,14.703,22000,1
35.42,27.42,15.954,60000,2
40.43,26.62,15.455,60000,2
31,25.45,13.34,11000,1
37.88,23.04,21.501,60000,2
38.55,25.86,14.67,12000,1
27.79,18.88,13.85,65000,2
35.7,26.7,25.986,100000,3
38.37,46.63,23.863,9600,1
38.49,26.68,15.787,125000,3
35.01,25.43,19.571,50000,2
66.67,53.03,24.451,110000,3
45.05,25.26,22.786,25000,1
35.75,26.58,21.814,70000,3
39.22,32.96,22.052,42000,2
38.43,23.66,18.527,50000,2
54.76,30.94,23.793,80000,3
37.23,24.53,15.035,50000,2
60.42,31.97,17.089,32000,1
32.89,22.69,10.585,95000,3
57.82,36.93,11.479,60000,2
53.43,35.26,20.872,80000,3
45.59,38.64,29.561,90000,3
50.3,35.24,18.528,70000,3
57.9,39.44,28.851,74000,3
30.63,20.83,22.392,54000,2
32.75,17.87,17.595,50000,2
35.44,21.59,12.867,45000,2
30.74,18.27,10.285,39000,1
41.66,25.07,16.048,32000,1
37.46,24.13,14.274,25000,1
59.82,37.39,18.015,150000,3
37.32,23.28,21.385,150000,3
34.22,30.46,24.041,100000,3
36.73,27.99,15.842,150000,3
36.61,28.74,29.519,100000,3
34.96,27.17,19.418,30000,1
44.18,31.87,30.389,150000,3
74.32,41.62,38.97,150000,3
100.38,64.33,31.43,150000,3
39.25,33.63,33.312,150000,3
41.77,26.52,31.108,39800,1
93.29,59.74,40.086,100000,3
34.86,64.59,39.583,150000,3
46.84,34.65,25.65,100000,3
39.19,34.27,26.833,150000,3
36.94,30.37,29.24,150000,3
44.95,31.39,36.787,150000,3
41.62,43.61,29.109,150000,3
47.9,47.8,30.517,150000,3
37.45,46.9,25.691,150000,3
62.87,83.83,27.328,150000,3
38.26,27.35,23.808,100000,3
22.6,14.86,9.992,15000,1
26.49,17.22,24.085,5000,1
24.99,22.86,16.995,20000,1
26.59,20.35,15.949,25000,1
34.68,28.21,33.341,100000,3
27.93,20.02,20.892,55000,2
27.09,23.84,11.29,15000,1
34.88,26.36,18.36,45000,2
44.78,29.51,25.223,55000,2
32.96,26.3,15.318,72000,3
36.2,23.74,15.525,12000,1
35.84,22.89,8.651,5000,1
32.2,23.9,14.075,24000,1
40.64,28.16,12.014,30000,1
36.21,30.79,25.499,9000,1
38.4,36.34,20.655,60000,2
30.36,22.9,16.777,70000,3
38.24,38.49,20.159,38000,1
36.53,31.03,17.833,25000,1
25.08,28.34,9.637,9000,1
30.72,25.76,15.388,40000,2
34.67,32.36,17.461,18000,1
36.63,12.45,8.927,10000,1
34.42,19.64,8.32,33000,1
51.45,28.54,29.635,6,1
35.05,25.99,16.739,80000,3
50.77,30.4,22.031,60000,2
38.71,27.28,27.02,50000,2
31.3,21.68,23.195,14000,1
33.51,22.75,17.226,50000,2
23.99,16.49,13.33,13000,1
35.04,37.76,26.301,22000,1
26.51,17.13,12.038,6000,1
40.04,43.4,17.891,26000,1
46.6,34.7,20.828,15000,1
52.96,70.07,38.575,15000,1
31.32,22.21,27.115,95000,3
69.14,70.66,38.328,56000,2
50.96,37.51,23.793,13500,1
57.25,53.56,37.02,150000,3
49.92,34.26,29.003,85000,3
31.23,25.95,24.55,150000,3
65.33,47.5,36.738,150000,3
57.22,42.72,35.255,150000,3
49.36,46.79,25.978,150000,3
44.1,26.48,17.358,30000,1
43.92,28.56,19.643,30000,1
42.53,25.6,18.947,70000,3
30.8,18.42,7.83,90000,3
31.63,15.87,12.611,12000,1
32.56,21.08,21.314,25000,1
29.89,27.24,18.806,15000,1
29.99,18.02,10.12,45000,2
32.38,25.32,33.506,75000,3
36.44,25.92,18.654,80000,3
25.81,21.56,20.201,50000,2
33.27,19.02,12.94,21600,1
46.37,31.44,26.885,15000,1
30.91,17.48,11.522,35000,1
39.7,31.76,33.664,80000,3
24.27,16.98,11.154,35000,1
36.2,22.68,9.336,100000,3
33.17,39.58,22.711,70000,3
29.26,22.03,20.252,70000,3
33.72,32.92,27.915,120000,3
38.51,29.38,29.391,50000,2
33.77,20.03,8.792,110000,3
36.74,17.94,17.244,100000,3
28.68,20.51,22.096,95000,3
50,33.22,34.873,75000,3
37.67,26.12,28.509,100000,3
33.94,39.4,25.773,40000,2
35.05,23.94,21.314,55000,2
28.61,14.59,16.417,63000,2
37.2,20.65,15.186,50000,2
34.54,34.95,16.926,50000,2
31.44,26.71,10.895,50000,2
45.54,24.91,23.273,50000,2
23.66,20.91,18.585,105000,3
32.89,22.46,16.637,60000,2
29.62,22.45,11.337,60000,2
38.3,23.37,27.279,80000,3
38.37,29.73,24.026,150000,3
40.5,30.33,28.071,150000,3
30.18,27.68,23.961,18000,1
37.1,43.75,38.897,17500,1
34.57,27.06,24.57,19000,1
46.09,41.56,31.042,20000,1
40.52,21.29,22.249,50000,2
27.43,18.16,16.46,45000,2
38.7,44.38,31.155,100000,3
25.7,19.63,18.254,100000,3
42.13,18.22,18.205,150000,3
28.25,24.28,17.226,18000,1
25.68,20.23,13.767,24000,1
25.43,13.25,10.331,3000,1
30.5,29.78,19.424,15000,1
31.47,19.65,16.632,10000,1
38.07,19.85,14.893,40000,2
32.03,19.12,10.14,35000,1
34.72,26.9,21.287,12000,1
26.92,22.56,15.636,11000,1
31.79,28.65,22.67,85000,3
28.41,18.72,11.534,5000,1
33.54,20.42,10.477,11172,1
53.17,66.22,35.158,60000,2
59.75,34.15,17.424,55000,2
43.4,32.92,19.796,20000,1
37.42,29.16,18.187,25000,1
40.23,28.51,16.081,70000,3
37.51,25.31,10.331,75000,3
34.49,44,27.052,40000,2
45.11,33.38,14.715,100000,3
40.67,26.29,11.132,70000,3
44.78,33.62,17.18,25000,1
30.59,22.65,9.512,84000,3
42.48,29.9,18.447,80000,3
47.41,35.13,35.554,85000,3
56.98,30.92,18.666,80000,3
41.79,24.73,11.743,40000,2
42.28,33.57,22.216,30000,1
38.95,25.68,11,100000,3
40.97,38.1,31.103,150000,3
33.86,19.35,13.389,20000,1
45.58,37.76,29.326,135000,3
29.56,22.53,22.558,80000,3
31.15,25.21,21.764,150000,3
43.31,28.85,16.872,15000,1
29.41,18.08,30.594,75000,3
37.55,32.45,35.999,70000,3
39.7,29.94,24.374,100000,3
38.2,35.71,21.6,50000,2
41.5,41.5,23.996,34000,1
46.68,37.96,22.427,90000,3
33.13,26.76,14.04,100000,3
36.64,44.01,24.62,105000,3
38.77,24.67,28.414,60000,2
42.89,31.69,17.132,100000,3
44.03,39.06,31.604,100000,3
38.77,25.78,22.345,30000,1
37.54,27.18,20.189,100000,3
36.67,20.92,14.922,36000,1
42.52,31.32,33.535,76000,3
41.91,23.41,26.46,36000,1
48.17,33.83,28.601,71000,3
51.7,33.95,28.937,52000,2
30.78,25.26,17.859,45000,2
25.79,22.73,12.392,14000,1
29.97,20.61,19.383,24000,1
22.41,10.52,9.549,24000,1
26.29,15.78,13.08,35000,1
29.49,42.52,24.271,36000,1
25.17,16.04,25.261,70000,3
42.39,29.72,18.38,150000,3
46.57,30.45,21.276,90000,3
39.41,43.8,26.557,60000,2
63.99,52.13,23.133,100000,3
32.96,27.5,21.186,100000,3
39.25,23.19,21.013,36000,1
34.53,22.84,15.152,70000,3
48.48,28.17,25.435,80000,3
26.8,24.49,18.992,65000,2
35.79,46.69,31.778,50000,2
37.07,38.33,13.376,100000,3
34.67,22.01,24.555,38000,1
44.65,27.89,23.752,75000,3
28.57,21.75,15.388,58000,2
33.16,26.2,25.238,65000,2
30.86,21.3,15.422,14500,1
36.19,30.28,18.689,8280,1
40.46,31.69,19.71,34000,1
24.72,13.25,10.203,15000,1
25.62,13.7,13.302,30000,1
23.69,11.71,9.824,20000,1
39.46,28.46,25.176,20000,1
89.92,38.18,26.171,80000,3
29.76,24.7,14.94,75000,3
37.37,19.27,16.148,18000,1
35.28,18.03,9.942,35000,1
29.57,18.89,18.988,60000,2
44.92,30.31,17.017,70000,3
35.73,27.29,22.224,44000,2
23.89,16,11.077,29000,1
32.6,23.73,12.293,76000,3
36.69,23.61,12.191,60000,2
43.71,29.3,23.668,60000,2
37.36,22.44,14.215,20000,1
54.67,41.3,13.881,24000,1
58.12,26.09,10.516,50000,2
39.5,46.1,16.082,85000,3
32.47,25.93,22.154,8500,1
92.38,56.29,28.435,7000,1
102.11,53.79,16.766,60000,2
31.29,23.95,22.71,90000,3
38.65,28.76,24.8,35000,1
25.21,14.72,17.981,50000,2
44.72,36.07,30.229,40000,2
47.81,36.22,25.104,80000,3
87.75,46.31,22.839,10000,1
32.48,26.86,25.76,70000,3
30.19,20.39,23.409,80000,3
44.06,37.39,26.323,50000,2
27.17,17.98,19.877,96000,3
37.43,29.95,34.305,150000,3
36.34,28.25,25.345,45000,2
34.72,28.24,20.356,36000,1
26.28,18.47,10.394,30000,1
30.09,23.14,29.482,18000,1
28.76,17.72,21.33,60000,2
40.52,22.66,22.826,24000,1
30.08,20.43,14.913,27000,1
26.85,12.83,9.171,33000,1
28.25,23.46,18.865,32000,1
32.81,22.53,13.224,11500,1
28.87,19.72,11.998,34000,1
27.83,20.89,9.125,10000,1
31.06,22.04,16.562,10000,1
49,30.53,26.052,60000,2
45.75,38.68,26.337,150000,3
45.61,33.06,28.924,60000,2
37.73,26.88,22.628,42000,2
45.77,34.75,29.157,110000,3
39.57,21.13,25.532,125000,3
40.38,45.93,35.853,150000,3
35.47,18.27,25.709,100000,3
40.78,24.13,26.347,70000,3
33.54,24.22,29.93,120000,3
28.66,20.45,24.754,25000,1
35.79,23.86,23,70000,3
31.66,19.38,17.405,135000,3
25.15,18.99,13.032,125000,3
42.91,31.44,26.16,80000,3
53.21,35.02,28.454,130000,3
30.18,17.91,9.167,32000,1
47.72,32.8,25.135,50000,2
39.89,25.24,23.448,55000,2
41.68,29.2,26.649,100000,3
45.21,36.21,30.815,80000,3
31.03,19.9,25.58,78000,3
44.62,26.52,22.861,11000,1
47.84,46.79,24.112,73000,3
32.68,23.39,31.831,75000,3
40.99,23.99,28.709,80000,3
